# SERX2 rescaled to the measured 90-degree point of EO2: peak 5199.942 V -> 5137.4 V (x 0.987973), 2026-09-01, tools/make_v90_targets.py
# V90 at the monitor 5137.4 V = 8.672 V commanded (measured command->HV gain 0.5924); EO zero at -8.7 V, NOT applied -- the record still starts/ends at 0 V; rise/fall hysteresis 0.047 %
# source target_SERX2.csv, 5501 pts at 2.0000 us, header of the source follows
#   from forward.csv + 1000 us hold + reverse.csv, 1.25 us -> 2 us linear
#   split ramp target B (EO2): holds at 0, then ramps on from the handoff level
#   total stroke 10400 V across both EOMs, handed off at 5200.058 V (sample 902, t = 1804 us); this channel peaks at 5199.942 V
#   5501 pts at 2 us = 11.0020 ms period; first/last sample 0.000000/0.000000 V
#   A + B reproduces the integrated stroke sample for sample
time_us,voltage_V
5946.000000,5137.400000
5948.000000,5137.400000
5950.000000,5137.400000
5952.000000,5137.400000
5954.000000,5137.400000
5956.000000,5137.400000
5958.000000,5137.400000
5960.000000,5137.400000
5962.000000,5137.400000
5964.000000,5137.400000
5966.000000,5137.400000
5968.000000,5137.400000
5970.000000,5137.400000
5972.000000,5137.400000
5974.000000,5137.400000
5976.000000,5137.400000
5978.000000,5137.400000
5980.000000,5137.400000
5982.000000,5137.400000
5984.000000,5137.400000
5986.000000,5137.400000
5988.000000,5137.400000
5990.000000,5137.400000
5992.000000,5137.400000
5994.000000,5137.400000
5996.000000,5137.400000
5998.000000,5137.400000
6000.000000,5137.400000
6002.000000,5137.400000
6004.000000,5137.400000
6006.000000,5137.400000
6008.000000,5137.399947
6010.000000,5137.399815
6012.000000,5137.399534
6014.000000,5137.399027
6016.000000,5137.398225
6018.000000,5137.396945
6020.000000,5137.395113
6022.000000,5137.392449
6024.000000,5137.388840
6026.000000,5137.384015
6028.000000,5137.377706
6030.000000,5137.369761
6032.000000,5137.359579
6034.000000,5137.347171
6036.000000,5137.331997
6038.000000,5137.313674
6040.000000,5137.292093
6042.000000,5137.266261
6044.000000,5137.236359
6046.000000,5137.201621
6048.000000,5137.161593
6050.000000,5137.116236
6052.000000,5137.064147
6054.000000,5137.005792
6056.000000,5136.940194
6058.000000,5136.866801
6060.000000,5136.785784
6062.000000,5136.695275
6064.000000,5136.596152
6066.000000,5136.487186
6068.000000,5136.367845
6070.000000,5136.238460
6072.000000,5136.096809
6074.000000,5135.944152
6076.000000,5135.779084
6078.000000,5135.601088
6080.000000,5135.410737
6082.000000,5135.205446
6084.000000,5134.986875
6086.000000,5134.753510
6088.000000,5134.504876
6090.000000,5134.241760
6092.000000,5133.961272
6094.000000,5133.665505
6096.000000,5133.352802
6098.000000,5133.022757
6100.000000,5132.676398
6102.000000,5132.310605
6104.000000,5131.927790
6106.000000,5131.526275
6108.000000,5131.105704
6110.000000,5130.667292
6112.000000,5130.207747
6114.000000,5129.729823
6116.000000,5129.231763
6118.000000,5128.713301
6120.000000,5128.175831
6122.000000,5127.615915
6124.000000,5127.036581
6126.000000,5126.436056
6128.000000,5125.814139
6130.000000,5125.172348
6132.000000,5124.507188
6134.000000,5123.821890
6136.000000,5123.114652
6138.000000,5122.385367
6140.000000,5121.635631
6142.000000,5120.861937
6144.000000,5120.067659
6146.000000,5119.250979
6148.000000,5118.411847
6150.000000,5117.551958
6152.000000,5116.667780
6154.000000,5115.762758
6156.000000,5114.835131
6158.000000,5113.884869
6160.000000,5112.913707
6162.000000,5111.918145
6164.000000,5110.901654
6166.000000,5109.862511
6168.000000,5108.800701
6170.000000,5107.717991
6172.000000,5106.610887
6174.000000,5105.482910
6176.000000,5104.332320
6178.000000,5103.159136
6180.000000,5101.965118
6182.000000,5100.746819
6184.000000,5099.507732
6186.000000,5098.246138
6188.000000,5096.962069
6190.000000,5095.657283
6192.000000,5094.328321
6194.000000,5092.978693
6196.000000,5091.606671
6198.000000,5090.212298
6200.000000,5088.797290
6202.000000,5087.358249
6204.000000,5085.898615
6206.000000,5084.416685
6208.000000,5082.912478
6210.000000,5081.387722
6212.000000,5079.838992
6214.000000,5078.269720
6216.000000,5076.678199
6218.000000,5075.064432
6220.000000,5073.430133
6222.000000,5071.771864
6224.000000,5070.093057
6226.000000,5068.391975
6228.000000,5066.668622
6230.000000,5064.924691
6232.000000,5063.156737
6234.000000,5061.368171
6236.000000,5059.557258
6238.000000,5057.723971
6240.000000,5055.870007
6242.000000,5053.991901
6244.000000,5052.093058
6246.000000,5050.171729
6248.000000,5048.227876
6250.000000,5046.263206
6252.000000,5044.274201
6254.000000,5042.264306
6256.000000,5040.231740
6258.000000,5038.176458
6260.000000,5036.100174
6262.000000,5033.999351
6264.000000,5031.877444
6266.000000,5029.732656
6268.000000,5027.564955
6270.000000,5025.376052
6272.000000,5023.162381
6274.000000,5020.927436
